# #JD, mag, error
1.008380217414327490e+03,1.000056751314297943e+00,1.742716515131439298e-04
1.008400650236319052e+03,1.000052518113699440e+00,1.742693370277385704e-04
1.008421082858316367e+03,9.997136447598817810e-01,1.742111200816648430e-04
1.008441515580081614e+03,9.997749235822277480e-01,1.742624453868063267e-04
1.008461948401840345e+03,9.997366470027196916e-01,1.742140203555852282e-04
1.008482381023372000e+03,nan,nan
1.008502813844439515e+03,9.990538489976451553e-01,1.741335512651837915e-04
1.008523246565731824e+03,9.995478296351284486e-01,1.741929114949220361e-04
1.008543679186564987e+03,9.995578239206586169e-01,1.741864475648659488e-04
1.008564112007399672e+03,9.995694622806942098e-01,1.741895900763591623e-04
1.008584544727993489e+03,1.000000000000000000e+00,1.742087705568851411e-04
1.008604977348360990e+03,9.997731920284738116e-01,1.741893941108129903e-04
1.008625410168497183e+03,9.998880858977270414e-01,1.742006018910358513e-04
1.008645842888625339e+03,1.000191076799987755e+00,1.742217232728380898e-04
1.008666275508527178e+03,1.000024421632759175e+00,1.741799512126206064e-04
1.008686708328197710e+03,1.000125761793893897e+00,1.742072628299804978e-04
1.008707141047627374e+03,1.000248735291134228e+00,1.742040586737539126e-04
1.008727573767064314e+03,9.999789439962218918e-01,1.742005079983249436e-04
1.008748006486035592e+03,1.000264400984187008e+00,1.742088533096669545e-04
1.008768439205232426e+03,1.000059129231213317e+00,1.741905524661901028e-04
1.008788872023971635e+03,9.996124620513726633e-01,1.741835745439002309e-04
1.008809304642709321e+03,9.997477307302425897e-01,1.741958337938000710e-04
1.008829737360974832e+03,9.991462155603343387e-01,1.741646909978207926e-04
1.008850170079480449e+03,9.991851645340844579e-01,1.741660694565279983e-04
1.008870602797520405e+03,9.999930783686330482e-01,1.742060658063467461e-04
1.008891035515553085e+03,1.000062775351147737e+00,1.741990247588135875e-04
1.008911468333128141e+03,1.000071424156341759e+00,1.741871126074642784e-04
1.008931900950934505e+03,1.000000000000000000e+00,1.741770560999197632e-04
1.008952333668268693e+03,1.000019898441048438e+00,1.741810259660536936e-04
1.008972766485610919e+03,9.998807054814436990e-01,1.741744077968304324e-04
1.008993199102485960e+03,1.000085265300531434e+00,1.742034385604090702e-04
1.009013631819587317e+03,9.999173317932694705e-01,1.741844128238587001e-04
1.009034064636231051e+03,1.000323175012823196e+00,1.741934715560869613e-04
1.009054497252873261e+03,1.000028259144428500e+00,1.741905927197547445e-04
1.009074930069044058e+03,1.000151960696677778e+00,1.741587548554614446e-04
1.009095362785454199e+03,9.997005066301354326e-01,1.741704339907686097e-04
1.009115795401397918e+03,1.000000000000000000e+00,1.741653067789833984e-04
1.009136228217335884e+03,9.998546932634374551e-01,1.741671183051146481e-04
1.009156660933047533e+03,9.997476028758476296e-01,1.741212590437098584e-04
1.009177093548525590e+03,1.000058425617942115e+00,1.741708021274588497e-04
1.009197526363765064e+03,9.996366656884219104e-01,1.741188485483359961e-04
1.009217959079011052e+03,1.000017486211113749e+00,1.741320373345199080e-04
1.009238391794016934e+03,nan,nan
