JD,mag,error,Phase
1001.9030336880825,0.9997864190712816,0.0001734086269678168,0.08208315683747713
1001.9234665708501,1.000140529976309,0.00017343005181314944,0.08314532259969099
1001.9438993536168,1.000003930235822,0.00017343175410831262,0.08420748316353155
1001.9643320359102,1.0003588003625388,0.00017338383335751778,0.08526963850445668
1001.984764918212,1.000128731240992,0.00017343826020057294,0.08633180424245523
1002.0051977002732,1.0003553060117356,0.0001734325296987411,0.08739396476962469
1002.025630382108,1.000211915497569,0.00017343139960826183,0.08845612008671111
1002.0460632637114,1.000535656216243,0.00017352723216131942,0.08951828578840093
1002.0664960450815,0.999719785465299,0.00017336765017906443,0.09058044627965245
1002.0869287262103,0.9996669036799668,0.00017336732864339674,0.09164260156003223
1002.107361607348,0.999774330501844,0.00017340208248837032,0.09270476723751386
1002.127794388012,0.9999170158516975,0.00017342295619478463,0.09376692769205874
1002.1482271686834,1.0,0.00017340319804601473,0.09482908814698021
1002.1686599488895,1.0000335367898583,0.00017338616269804672,0.09589124857772191
1002.1890926290944,1.0001126798350046,0.00017339527257159864,0.09695340381007611
1002.2095255090608,1.0001456397936974,0.00017339277675234733,0.09801556942667133
1002.2299582888008,0.9995849350191436,0.00017336379249846938,0.09907772983318353
1002.25039096854,1.0000423494680015,0.0001733801814666919,0.10013988504133664
1002.2708238478081,1.0000540377246554,0.00017340392171301405,0.10120205062162313
1002.2912566270824,0.9999328377377948,0.0001733465010404522,0.10226421100392002
1002.3116894058912,1.000225049213348,0.0001734053113728079,0.10332637136203005
1002.3321221846927,1.0000415795396471,0.00017340526648206605,0.10438853171974927
1002.3525549632686,0.9998401987819852,0.0001734008608494249,0.10545069206574453
1002.3729878416051,1.0001174558113226,0.00017337357679959232,0.10651285759760754
1002.3934205197148,1.0001222445400473,0.00017336962452148828,0.10757501272105685
1002.413853297592,0.999887527358922,0.00017339038260286673,0.10863717303072917
1002.4342861752302,0.9997438229623148,0.0001733794363695314,0.10969933852629055
1002.4547189528749,1.0002989050876712,0.00017342479024670782,0.11076149882388364
1002.4751516302858,1.0001509853904391,0.00017336363870488805,0.11182365391100291
1002.4955845072255,0.9999998083941743,0.0001733872152029391,0.11288581937025555
1002.5160172841714,0.999897013171201,0.00017337391276221045,0.11394797963151859
1002.5364499608839,1.0001330685629783,0.00017339377009725095,0.11501013468232912
1002.5568828373581,1.0000350634226423,0.00017341717087900358,0.11607230011738778
1002.5773156136056,0.9999877372271726,0.00017340448826227506,0.1171344603423421
1002.5977482898525,1.0001376670446362,0.00017338778249092543,0.11819661536895154
1002.618181165628,1.0000982925454398,0.00017343955423546268,0.11925878076769436
1002.6386139414097,1.0001974467008867,0.0001734078332791756,0.12032094096844048
1002.6590468169596,1.0002318319881012,0.00017341134776358531,0.12138310635544514
1002.6794794922681,1.0002414081683328,0.00017343563081927206,0.12244526133327582
1002.6999122673514,1.0002212868356366,0.00017339058525248972,0.1235074214977061
1002.7203451422029,1.0001915856722272,0.000173399907448554,0.12456958684841624
1002.7407778168126,1.0001721387371167,0.00017337272931646384,0.12563174178992398
1002.7612105911978,1.000232104707865,0.00017339569514273362,0.12669390191806684
1002.7816434655832,1.000471489629431,0.00017342320969935927,0.12775606724454747
1002.8020761397273,1.000137936094782,0.00017337225507470724,0.12881822216184702
1002.8225089134141,1.0000732781642947,0.00017342291918315898,0.12988038225368825
1002.8429416871007,1.0000450206017146,0.00017343562875640642,0.13094254234552238
1002.8633744605469,1.0001820923958464,0.0001734435930885411,0.13200470242485807
1002.8838072340004,0.9997147419957256,0.00017345080681174655,0.13306686250457744
1002.9042400069885,1.0,0.00017342316570916893,0.13412902256009573
1002.9246727797363,0.99965172864144,0.0001733884175183678,0.1351911826031298
1002.9451056524921,0.999511108207731,0.00017336500675339264,0.1362533478448924
1002.9655383250135,0.9998235621705802,0.00017342134183561477,0.13731550267784343
1002.985971097296,0.9997109178234586,0.0001734329292300694,0.1383776626966835
1003.0064039693535,0.9995078428564655,0.0001734268138730866,0.1394398279021445
1003.0268367411772,0.9999039249484302,0.00017344199117041062,0.14050198789714585
1003.0472694127602,0.9996718709504652,0.00017343394941768227,0.1415641426813039
1003.0677022841193,0.9998118729797778,0.00017340680743570494,0.14262630785046326
1003.0881350554771,0.9997492322272412,0.00017346400823557934,0.14368846782124223
1003.1085677265945,0.9999044055625615,0.00017345519199398626,0.1447506225812063
1003.129000597255,0.9997964565820816,0.00017344718273624586,0.1458127877140427
1003.1494333679149,1.0000219349961657,0.0001734617866362389,0.14687494764854137
1003.169866238335,1.0000175291469964,0.00017348153633185118,0.14793711276888644
1003.1902989087613,1.0000385066507786,0.00017345841960087307,0.14899926749292547
1003.2107316787224,1.0001862193825255,0.00017346460002331932,0.15006142739109407
1003.231164548677,1.0000921537941452,0.00017349982598577262,0.15112359248724516
1003.2515972181718,1.0003841337988792,0.00017348784004657242,0.1521857471628607
1003.2720299876672,0.9998990312169804,0.0001734399966782803,0.15324790703682112
1003.2924628569235,,,0.15431007209667058
1003.3128955259526,0.9996818175028525,0.00017340677588038912,0.15537222674807794
1003.3333282947424,1.0002949824811636,0.00017349338190989752,0.15643438658535302
1003.3537611635402,1.0005024862771905,0.00017353400697056603,0.15749655162137088
1003.3741938318709,1.00044951613784,0.00017350909500447406,0.1585587062364695
1003.3946266002018,1.000167754210861,0.00017350067466041986,0.15962086604989878
1003.4150594682942,1.0005629530162248,0.00017352453454687623,0.16068303104924553
1003.4354921361592,1.000398072733972,0.00017351938332710318,0.16174518564013596
1003.4559250037855,0.999991377485907,0.00017353179175735075,0.1628073506152532
1003.4763577711856,0.999860123660265,0.0001734917011834688,0.16386951038029451
1003.4967905383529,1.0001119978432031,0.00017356122772584808,0.1649316701332353
1003.5172233055127,1.0000181074357275,0.00017350979252624092,0.16599382988578526
1003.5376560722143,1.0001445708196304,0.0001735503751651391,0.16705598961451074
1003.5580887389152,0.9999437615620528,0.00017351455244580443,0.16811814414489135
1003.5785216053772,1.0001131454728875,0.00017352211145299121,0.16918030905948456
1003.5989543716131,0.9999794971926004,0.00017345092643093903,0.17024246876400895
1003.6193870378484,1.0003359011343127,0.0001735150748927315,0.17130462327018137
1003.6398199036121,0.9999469215505308,0.00017349650463978944,0.17236678814847295
1003.6602526693823,0.9998825360186147,0.00017352097846691085,0.17342894782878915
1003.6806855346877,0.9995414442513196,0.0001735229981597768,0.17449111268325623
1003.7011181999841,1.0000460855366722,0.00017353654498025026,0.17555326714062147
1003.721550965056,0.9999514220174388,0.00017351688384239646,0.17661542678464315
1003.7419838298956,0.9999958798964916,0.00017354433050746333,0.17767759161489494
1003.7624164947266,0.9999319702926722,0.00017355057522845403,0.1787397460480662
1003.7828492590994,0.9998771629195288,0.00017352048313032834,0.1798019056557436
1003.8032821234737,1.0000274042668826,0.00017352742300176543,0.18086407046180142
1003.8237147873732,0.9999416460974748,0.00017353393380640877,0.1819262248465634
1003.8441475512808,1.0000589305344108,0.00017353084770328065,0.18298838443005394
1003.8645804149565,1.0004310118900064,0.00017354252087513212,0.18405054919980302
1003.8850130783903,1.0001347296796546,0.00017353907770245602,0.1851127035603497
1003.9054458418321,0.9997913812972994,0.0001735383847355255,0.18617486311962494
1003.9258787048095,1.0002637407290627,0.00017360104370143508,0.1872370278530724
1003.9463114677783,0.999921699944989,0.00017357192454101744,0.18829918738776286
1003.9667442305217,0.9998716643144848,0.00017356678982425726,0.18936134691073647
1003.9871769930323,0.9998642774904218,0.00017360223756912165,0.19042350642160244
1004.0076097553027,1.0002123511277186,0.0001736424023981129,0.19148566591999128
1004.0280425173476,,,0.19254782540664905
1004.0484752793927,1.0008704325900395,0.00017367051226358426,0.19360998489332104
1004.0689080409649,1.0005171243132136,0.00017365413302309192,0.19467214435540825
1004.089340902545,1.000025876395169,0.00017358099129370115,0.19573430901622402
1004.1097735638905,1.0000427484410477,0.00017354828175977937,0.19679646326821398
1004.1302063249968,0.999754059150212,0.00017360662300958997,0.1978586227060859
1004.1506391858785,,,0.19892078733059293
1004.1710718465257,,,0.19998294154628127
1004.191504707167,0.999954934642287,0.00017367773397592142,0.20104510615829696
1004.2119373675815,1.0,0.00017371326008451207,0.20210726036188476
1004.2323701277635,0.9996962058700692,0.0001735646870444585,0.20316941975170977
1004.2528029877064,0.9992791358216596,0.00017355948121204606,0.20423158432741673
1004.2732356474223,0.9997392642285762,0.00017361636040683098,0.2052937384946958
1004.2936684069065,,,0.2063558978482405
1004.3141012663837,,,0.20741806239973926
1004.334533925401,0.999640282358226,0.00017355860888957971,0.20848021653070248
1004.3549666844194,0.9997979179412632,0.00017362706795963673,0.209542375860039
1004.3753995431981,0.999925030869642,0.00017366200481846832,0.21060454037522192
1004.3958322017496,0.9997953296036984,0.00017363041478645714,0.21166669448196984
1004.4162649600692,1.0003583562778495,0.00017364393586196766,0.2127288537749763
1004.4366978183824,0.999984469547323,0.00017366935166094116,0.21379101826597235
1004.4571304764687,0.9995140920495046,0.00017363668592324956,0.2148531723485334
1004.4775633340904,0.999573613582708,0.00017361300990556376,0.2159153368035831
1004.4979960917044,0.9996547777002308,0.00017364333902467394,0.21697749605991135
1004.5184288490927,0.9995600663744704,0.00017364701156238004,0.21803965530450853
1004.5388616064737,0.9997696253905608,0.00017364567919052185,0.21910181454872202
1004.5592943633965,0.9998880172514792,0.00017367785734786836,0.22016397376911812
1004.5797271203193,0.9993461978336334,0.00017362809768135102,0.2212261329895142
1004.600159877009,0.9995079147309122,0.00017363393985463113,0.22228829219780266
1004.6205926332259,0.9996970145578752,0.00017365114859497932,0.22335045138150633
1004.6410253896829,0.9999084353568,0.00017366409384051597,0.22441261057768713
1004.6614582456675,1.000260707863559,0.0001736860509676083,0.22547477494763513
1004.6818909014256,1.0002022188072694,0.0001736602239570294,0.22653692890916943
1004.702323757185,1.0005918623481391,0.0001736848216330638,0.22759909326740768
1004.7227565127034,1.000221294430514,0.00017365715289107436,0.22866125241480262
1004.7431891679953,1.0001747001739427,0.00017368846705568335,0.2297234063521003
1004.7636220230561,1.000249777118268,0.00017368285562355802,0.23078557067402272
1004.784054777876,1.0001593587602924,0.000173693541884063,0.23184772978510892
1004.8044874327023,0.9999717142262388,0.0001736559516450143,0.23290988369820553
1004.8249202870649,0.9998162858737548,0.00017368595223500436,0.23397204798383342
1004.8453530414191,0.9998540630449564,0.00017366842283696767,0.23503420707070433
1004.8657856955468,1.0000676949328808,0.00017369282081288503,0.2360963609474922
1004.8862185494435,1.0000512033261066,0.00017365326298574238,0.23715852520889769
1004.9066512030985,1.0003675336869122,0.00017366707908855934,0.2382206790611079
1004.9270839567616,1.0012576668438995,0.00017382722324089884,0.23928283811206086
1004.9475168101926,1.0004222058611725,0.00017372806401484212,0.24034500234925815
1004.9679494631564,1.000669419780573,0.00017372195568565233,0.2414071561655433
1004.9883823161143,0.9998551076796378,0.0001736663661394115,0.24246932037814872
1005.0088150690789,1.0002882503739297,0.00017368920362197959,0.24353147939278585
1005.0292478215704,1.0002738666227355,0.00017370944247762298,0.2445936383828311
1005.0496805738367,0.9999424649952238,0.00017370532213222881,0.2456557973611666
1005.0701133261027,0.9997924868741236,0.00017369544592805118,0.246717956339495
1005.0905460781287,1.0001628294034997,0.0001737045573142419,0.24778011530533917
1005.1109788299291,1.0000157267503968,0.00017370884167751516,0.24884227425945937
1005.1314115814965,1.0001005936656486,0.0001737082797938072,0.24990443320146483
1005.1518443330568,0.9999525320643506,0.00017367931937102563,0.2509665921431079
1005.1722771841597,1.000069813155829,0.0001737118166899521,0.25202875625928556
1005.1927098352608,1.000179139304688,0.00017372037986768867,0.25309090997873085
1005.2131426861232,0.9999700795165618,0.00017373000254420004,0.25415307408241006
1005.2335754367597,0.9999818750187603,0.00017370645819768566,0.25521523297602045
1005.254008087395,1.0001681146455572,0.0001737101451882565,0.25627738667126465
1005.2744409375592,1.000183747883327,0.00017370673352767594,0.25733955073864223
1005.2948736877296,1.0002045586563073,0.0001736935598066923,0.2584017096080302
1005.3153063376668,0.9997749096257832,0.00017371099011319663,0.2594638632669799
1005.3357391873651,1.0001918264293084,0.00017369493292270367,0.2605260273101422
1005.3561719368372,1.0,0.00017375517798297714,0.26158818614322854
1005.3766045860755,1.0,0.00017373998409982692,0.2626503397658482
1005.3970374353086,0.9999777467916772,0.0001737405039289382,0.2637125037848236
1005.4174701840819,0.9998345360404964,0.0001737342419071757,0.264774662581587
1005.4379028328548,0.999604407119559,0.00017376120244468057,0.26583681618001265
1005.4583356813891,0.9998757743240588,0.00017376285162431303,0.2668989801626651
1005.4787684299298,0.9997430089365548,0.00017375979167637937,0.2679611389473351
1005.499201178005,0.9997053774421004,0.00017377332257570652,0.2690232977078111
1005.5196339260727,0.9998574345256546,0.0001737976738982188,0.2700854564678892
1005.5400666739152,0.9999985608760926,0.00017380249538374021,0.2711476152162646
1005.5604994215245,0.9996600784438786,0.0001737947464592224,0.2722097739525182
1005.5809321688942,1.0000494123622823,0.00017378640577223224,0.273271932676316
1005.6013649160376,1.0003507069022957,0.00017382182820164816,0.2743340913883472
1005.6217976631816,1.0000669750268547,0.00017377923406998268,0.2753962501004139
1005.6422304100852,0.999826612313577,0.00017379774873987476,0.2764584087999822
1005.6626631567633,0.9999450179655954,0.00017380866390936676,0.2775205674878336
1005.6830959032085,0.9997131816769058,0.0001738102741030846,0.27858272616357027
1005.7035286494138,0.9997349585879992,0.0001737913726161087,0.2796448848268369
1005.723961495627,1.0007137692302894,0.00017388566924426998,0.2807070486888321
1005.7443942413664,0.9999879083742662,0.0001738271241120812,0.28176920732788346
1005.7648268871125,1.0004366473201511,0.0001738574348763914,0.28283136076896653
1005.7852597328599,1.0001253367946503,0.00017382039070053888,0.28389352460674644
1005.8056924781341,1.0,0.0001738409978492534,0.284955683221618
1005.8261251231816,1.00048342282942,0.00017387756725777872,0.28601783662637814
1005.8465579682304,1.0003341251808966,0.00017388451379848934,0.2870800004278493
1005.8669907130388,0.999939913087064,0.00017385872262266032,0.2881421590184985
1005.8874233576207,1.0003810852694128,0.00017388173123954173,0.28920431239906463
1005.9078562019714,0.9998044460163006,0.00017390184999786635,0.2902664761642413
1005.9282889460809,0.9998128913716808,0.00017388221521297552,0.2913286347185604
1005.9487217901989,0.9995739185543105,0.00017389020437298246,0.2923907984716436
1005.9691544340819,1.0,0.0001739285237423934,0.2934529518158797
1005.9895871777263,1.00019559223254,0.00017392901869092863,0.29451511034601907
1006.0100200211455,0.9996222559787066,0.00017385966636922367,0.29557727406277223
1006.0304526645633,0.9998775647190494,0.00017391887818268712,0.29663942738282145
1006.0508854075086,1.0003284359562847,0.00017395524406764955,0.29770158587663076
1006.0713182504624,1.0,0.00017394508018548534,0.29876374956918994
1006.0917508931817,1.000119184543388,0.00017396190476921488,0.2998259028529304
1006.1121836356616,1.0000032653406183,0.00017395360980028958,0.30088806132253865
1006.1326164779166,1.0003883091943897,0.00017396465655264922,0.3019502249787749
1006.1530491201698,0.999971953849483,0.00017393439427377443,0.30301237823828586
1006.1734818621844,1.0001577125419023,0.00017396278211152097,0.3040745366837072
1006.1939147039737,0.9999027962316058,0.00017394928574605546,0.30513670031573525
1006.2143473455287,,,0.3061988535389517
1006.2347801868456,1.000105564396347,0.00017400154725097562,0.3072610171464163
1006.2552129281684,,,0.30832317555587707
1006.2756455692578,0.9999148953092236,0.0001739970446749258,0.30938532875489244
1006.2960784101087,1.0,0.00017401372000442844,0.31044749233814173
1006.3165111507332,0.9999053778158143,0.0001740008662102595,0.3115096507113009
1006.3369437911241,1.0,0.00017399290789452227,0.3125718038740004
1006.3573766315093,1.000179751126831,0.00017398767309557357,0.3136339674330415
1006.3778093714354,0.9998808636463296,0.0001739973680346006,0.314696125769899
1006.3982420113608,0.9999108387422576,0.0001740088384174266,0.31575827890839747
1006.4186748510474,0.999773530881279,0.00017399365110517195,0.31682044243112273
1006.4391075907406,1.000075619844915,0.00017402834247566567,0.3178826007558726
1006.4595404299617,0.9999375437193966,0.00017400321183675034,0.3189447642543968
1006.4799730691885,0.9997736178292294,0.00017400661974623527,0.3200069173565865
1006.5004058081832,0.9995487654275907,0.00017402414242264751,0.3210690756450276
1006.5208386469457,0.9999835687549594,0.00017403751245885946,0.322131239119706
1006.5412712856995,1.0000470844582756,0.00017404752735246685,0.3231933921973038
1006.5617040239958,0.9998263606950568,0.0001740219744340567,0.3242555504494433
1006.5821368622857,1.0001957666918495,0.00017405677381525348,0.3253177138995582
1006.6025695003481,1.0003285014720096,0.00017406253944234184,0.3263798669412168
1006.6230022381789,1.0002668954580003,0.00017407086249058488,0.3274420251691481
1006.6434350760098,1.0,0.00017407659746882954,0.3285041885954101
1006.6638678133676,0.9995728427574018,0.00017405081183530626,0.3295663467987566
1006.6843004507318,0.999705384239989,0.00017407382261863956,0.3306284998041207
1006.7047332878572,0.999989906925512,0.00017407629391352522,0.33169066319370444
1006.7251660247566,0.9999924060863584,0.00017409748251369215,0.3327528213732265
1006.7455987616559,0.9996503889411014,0.00017408082787552693,0.3338149795527343
1006.7660314980894,1.0000949781458939,0.00017409433393489966,0.33487713770804106
1006.7864642345155,1.0004488415341364,0.00017411025488433003,0.3359392958629499
1006.8068969707166,0.9999640464404628,0.00017408571140909904,0.3370014540061703
1006.8273297069101,1.0000441264095696,0.00017410893994794022,0.33806361214899283
1006.8477624426449,1.000135276390722,0.00017412039309136644,0.33912577026797663
1006.86819517838,0.9999398127445648,0.00017410519956699187,0.34018792838696754
1006.8886279138825,1.0002563336575803,0.00017414215942038934,0.3412500864938721
1006.9090605491436,0.9999620205600498,0.00017412757017972518,0.34231223938991207
1006.9294933841811,0.9998710622051304,0.0001741197532583054,0.3433744026709604
1006.9499261192103,1.0000046152443829,0.00017413076820439275,0.3444365607532589
1006.9703589540147,0.9998282742174216,0.00017412954719292647,0.3454987240221854
1006.9907915885852,0.9998825989421212,0.00017411502182577374,0.34656087688232873
1007.0112243229232,0.9999849040493684,0.000174124195984381,0.34762303492869506
1007.0316571570221,1.0000908655331455,0.00017413031064645126,0.34868519816095045
1007.0520897911266,1.0000517309234287,0.00017411371338507716,0.34974735099686427
1007.0725225249917,1.0001313523804543,0.00017413663750253378,0.3508095090186458
1007.092955358632,1.0004145450601152,0.00017415087732524701,0.3518716722270696
1007.1133879920382,1.000088564343149,0.00017412701012541182,0.3529338250266818
1007.1338207252121,1.0001227037993747,0.00017415591420608166,0.3539959830125383
1007.1542535583793,0.9998182521569574,0.00017412391798053405,0.3550581461963631
1007.1746862913203,0.9993490727147032,0.00017412753485794227,0.356120304170112
1007.195118924021,0.9998807562286118,0.00017415220790736337,0.35718245693305306
1007.215551756497,0.9996032126122611,0.00017414534433702483,0.3582446200809457
1007.2359844889725,0.9999195983688473,0.00017416608743124986,0.3593067780304935
1007.2564172212079,0.9997793737117912,0.00017415153870997145,0.36036893596756414
1007.2768499532176,1.0000166384134224,0.00017418998851426515,0.3614310938928966
1007.2972826849943,0.9998832370423654,0.00017415157851913957,0.36249325180612857
1007.3177154165314,1.0001894769867696,0.00017419467047012462,0.3635554097068905
1007.3381481480756,1.0002446868378778,0.00017418197034812594,0.364617567608029
1007.3585808793869,1.0,0.00017417112235140555,0.36567972549705985
1007.3790137104588,1.0001295650020978,0.0001741863022579142,0.36674188857196555
1007.3994463413036,0.999952386696208,0.00017416876874969218,0.36780404123842914
1007.4198790721492,1.0002512443424334,0.00017417843221762856,0.3688661991032518
1007.4403118027549,1.0007393047534237,0.0001742858340903067,0.36992835695560444
1007.4607445331347,0.9997608754076226,0.00017416880397497022,0.3709905147962189
1007.4811773632829,0.9995982206667902,0.00017417368854685542,0.37205267782309903
1007.5016100931897,0.999923049168984,0.00017421907204373662,0.3731148356391216
1007.5220427231031,0.9996005163179896,0.0001742101007789391,0.37417698825717594
1007.5424755527856,0.9995507852648716,0.00017420231574163866,0.37523915125984786
1007.5629081822262,0.9996720778155784,0.00017417944558569508,0.3763013038533174
1007.5833409114418,0.999484101167732,0.00017418951295342675,0.37736346163340784
1007.6037737406585,0.9995685582988366,0.0001741841099653209,0.37842562461187157
1007.6242063696336,1.000085326472841,0.00017423046008816355,0.3794877771811471
1007.6446390983837,0.9998755141415072,0.00017422090684947601,0.3805499349370365
1007.6650719269016,1.000075423901084,0.00017421271543778497,0.38161209787917727
1007.6855045554112,0.9996269168613376,0.00017421810555777345,0.38267425042424463
1007.7059372834627,1.0001789413713027,0.00017423130556547468,0.38373640814382526
1007.7263701115152,1.0001788464739154,0.00017424419416387106,0.38479857106177207
1007.7468028393267,1.0000459876054744,0.00017422844299425013,0.38586072876887556
1007.7672355671457,1.0002914177893965,0.00017424866357623143,0.38692288647636275
1007.7876682944989,0.9999323633161716,0.00017424878450526197,0.38798504415963464
1007.8081010218448,1.0,0.0001742246841860712,0.38904720184253705
1007.8285337489651,0.9997236870613582,0.00017424733647122974,0.3901093595137084
1007.8489664760855,1.0000949607495568,0.00017427230887447412,0.39117151718487975
1007.869399202733,0.999349631353541,0.0001742233812496663,0.3922336748314734
1007.8898320293885,0.9997568735419148,0.00017425916670315685,0.39329583767679566
1007.9102646558094,0.9998665546508254,0.00017424550777085846,0.3943579901132992
1007.9306973819914,1.0003031386636672,0.00017427594323273356,0.3954201477356918
1007.951130207948,1.0002512985361187,0.0001742587166902263,0.39648231054468397
1007.9715628339038,1.0002612176881418,0.00017425444531590502,0.39754446295700774
1007.9919956596206,1.000284492311588,0.00017427119855341504,0.3986066257535299
1008.0124283851108,0.9999542044015342,0.00017422570348527353,0.3996687833399619
1008.0328610106008,1.0000055801670855,0.0001742449968916425,0.4007309357280704
1008.0532938356192,1.0000083683255991,0.00017423681355232295,0.4017930984882909
1008.0737265606441,0.9998284958353728,0.00017422258283146766,0.40285525605053607
1008.0941591854352,0.999744575623221,0.00017424048920072587,0.4039174084023074
1008.1145920102208,0.99985261605067,0.00017423866437528876,0.4049795711504345
1008.1350247345473,0.999645737134645,0.00017423445355157423,0.4060417286763709
1008.1554573588656,0.9998288531632292,0.00017425821032590364,0.40710388100357164
1008.1758901829598,0.9998785997646836,0.00017425980524845826,0.4081660437157524
1008.1963229068206,0.9996111133287708,0.00017423317363878844,0.4092282012174806
1008.2167555306804,0.999717013182838,0.00017424266285797542,0.41029035352084264
1008.237188354302,0.9993765283807512,0.00017423423949702928,0.4113525162084599
1008.2576210776967,0.9996358378984248,0.00017426028494776688,0.41241467368595863
1008.278053800852,0.9995228084296598,0.0001742344671020731,0.41347683115101574
1008.2984865237811,,,0.4145389886043134
1008.3189192467108,0.9995464058288582,0.00017422129914156266,0.41560114605764653
1008.3393519694,0.9993990886723024,0.0001741648647226316,0.41666330349847414
1008.3597846918635,0.9999946135558142,0.00017424786242329005,0.4177254609275707
1008.3802174143275,1.0000342423951825,0.00017426772906923977,0.41878761835668854
1008.4006502363189,1.0000128885501103,0.00017426243117264767,0.4198497809595594
1008.4210828583165,1.0000250085798663,0.00017426537865872514,0.4209119331661171
1008.4415155800816,0.9997534792797556,0.00017425870760893222,0.4219740905589049
1008.4619484018403,0.9996559760196916,0.00017419996263716355,0.4230362531496823
1008.482381023372,,,0.4240984053320176
1008.5028138444397,0.9990048744140552,0.00017412501507049242,0.42516056788687706
1008.5232465657318,0.9994370367521944,0.0001741736034295359,0.4262227252550801
1008.5436791865648,0.9995788710571442,0.0001741901153125921,0.42728487740109244
1008.5641120073996,0.9996013697266942,0.00017419515041523382,0.42834703994383716
1008.5845447279936,0.9997887154437284,0.00017417196293409938,0.4294091972757528
1008.6049773483611,0.9997065825305854,0.00017417778881055919,0.43047134939757825
1008.6254101684973,1.000068276058375,0.00017423199463876675,0.4315335119040071
1008.6458428886252,0.9999387593274256,0.00017417777248593215,0.43259566921169323
1008.6662755085272,0.999975771842285,0.00017417147760142874,0.4336578213093105
1008.6867083281976,1.000101337686303,0.00017420300850808115,0.4347199837915312
1008.7071410476273,1.0000990177820555,0.00017417798376176868,0.4357821410629157
1008.7275737670643,0.9999089559818036,0.00017418831579394035,0.43684429833469096
1008.7480064860356,1.0002401664205232,0.00017420463255009362,0.43790645558224384
1008.7684392052324,0.999824672467214,0.0001741497147276437,0.43896861284152777
1008.7888720239715,0.99947121185439,0.00017415896154121218,0.4400307752753321
1008.8093046427092,0.9996284663060272,0.00017417505318567312,0.44109292731243244
1008.8297373609747,0.9990397030404212,0.00017414612442585246,0.4421550845233071
1008.8501700794804,0.9991155287145558,0.00017415393136900316,0.4432172417466589
1008.8706027975204,0.999993078368633,0.00017420606580634675,0.4442793989458096
1008.891035515553,0.9999637611573822,0.0001741817776655147,0.4453415561445695
1008.911468333128,1.0,0.00017417467232843712,0.446403718517864
1008.9319009509344,0.9999462665437044,0.0001741676969646881,0.44746587050654796
1008.9523336682687,0.999965972616992,0.00017417163329759298,0.44852802766901334
1008.9727664856108,0.999826787163333,0.00017416501548525283,0.4495901900302002
1008.9931991024861,0.999567841156164,0.00017411330918017483,0.450652341970482
1009.0136318195872,0.9998833072232446,0.00017417848578412957,0.4517144991208255
1009.0340646362309,1.000266734104738,0.00017418364309468293,0.4527766614457036
1009.0544972528733,1.0000282591444285,0.00017419059271975477,0.45383881337387777
1009.0749300690441,1.000146577365648,0.00017415781744368209,0.4549009756741782
1009.0953627854542,0.9997173219459858,0.00017417336359902628,0.4559631327885967
1009.1157954013981,1.0,0.0001741653067789834,0.4570252846804692
