# #JD, mag, error
2.627787303496661480e+02,4.151524218750000000e+04,7.223706722259521484e+00
2.627991629914467921e+02,4.152433203125000000e+04,7.225130081176757812e+00
2.628195958327705739e+02,4.151303515625000000e+04,7.224100112915039062e+00
2.628400285740935942e+02,4.153511328125000000e+04,7.225192070007324219e+00
2.628604612151757465e+02,4.153340234375000000e+04,7.225336551666259766e+00
2.628808939560331055e+02,4.152764062500000000e+04,7.224536895751953125e+00
2.629013267966583953e+02,4.152122656250000000e+04,7.224491119384765625e+00
2.629217594372748863e+02,4.152192187500000000e+04,7.224280357360839844e+00
2.629421921776665840e+02,4.152739843750000000e+04,7.226610660552978516e+00
2.629626250178262126e+02,4.152843359375000000e+04,7.225289344787597656e+00
2.629830577577449731e+02,4.151128906250000000e+04,7.225389480590820312e+00
2.630034903974374174e+02,4.151937890625000000e+04,7.225542068481445312e+00
2.630239231368977926e+02,4.153955468750000000e+04,7.223926067352294922e+00
2.630443559763516532e+02,4.150389453125000000e+04,7.223790168762207031e+00
2.630647886155784363e+02,4.153051953125000000e+04,7.224537372589111328e+00
2.630852213545731502e+02,4.153440625000000000e+04,7.226673126220703125e+00
2.631056541933285189e+02,4.153252734375000000e+04,7.225453376770019531e+00
2.631260868320896407e+02,4.150968750000000000e+04,7.224978446960449219e+00
2.631465195703858626e+02,4.149818750000000000e+04,7.224545478820800781e+00
2.631669524086755700e+02,4.151524609375000000e+04,7.226657867431640625e+00
2.631873850467381999e+02,4.150391406250000000e+04,7.225961685180664062e+00
2.632078177845687605e+02,4.151394531250000000e+04,7.226849079132080078e+00
2.632282505221592146e+02,4.149183203125000000e+04,7.224915027618408203e+00
2.632486832597569446e+02,4.150212890625000000e+04,7.224292278289794922e+00
2.632691159971218440e+02,4.152610937500000000e+04,7.226539611816406250e+00
2.632895487342466367e+02,4.152121484375000000e+04,7.225562572479248047e+00
2.633099815711466363e+02,4.152651171875000000e+04,7.226595401763916016e+00
2.633304142078122823e+02,4.152004687500000000e+04,7.226008415222167969e+00
2.633508469444714137e+02,4.151442968750000000e+04,7.226222515106201172e+00
2.633712795809042291e+02,4.152404687500000000e+04,7.227161407470703125e+00
2.633917124168729060e+02,4.151943359375000000e+04,7.227056980133056641e+00
2.634121451530663762e+02,4.152024609375000000e+04,7.226876735687255859e+00
2.634325778888014611e+02,4.153273046875000000e+04,7.227318763732910156e+00
2.634530106243037153e+02,4.152585156250000000e+04,7.227173328399658203e+00
2.634734433597986936e+02,4.153698828125000000e+04,7.227087497711181641e+00
2.634938760950681171e+02,4.153614062500000000e+04,7.227302074432373047e+00
2.635143088301047101e+02,4.151965234375000000e+04,7.227782249450683594e+00
2.635347415651340270e+02,4.151559765625000000e+04,7.226630687713623047e+00
2.635551742997049587e+02,4.152312109375000000e+04,7.226796150207519531e+00
2.635756069342751289e+02,4.152709765625000000e+04,7.228188037872314453e+00
2.635960397686067154e+02,4.153889843750000000e+04,7.227168560028076172e+00
2.636164725027119857e+02,4.151535546875000000e+04,7.226809978485107422e+00
2.636369051365836640e+02,4.153110546875000000e+04,7.228868961334228516e+00
2.636573379704495892e+02,4.154039843750000000e+04,7.227910518646240234e+00
2.636777707040891983e+02,4.153167187500000000e+04,7.227859497070312500e+00
2.636982033372623846e+02,4.151764843750000000e+04,7.226374149322509766e+00
2.637186360706618871e+02,4.152676562500000000e+04,7.228069782257080078e+00
2.637390688036030042e+02,4.153538671875000000e+04,7.228501796722412109e+00
2.637595015363112907e+02,4.153068750000000000e+04,7.228076457977294922e+00
2.637799342690123012e+02,4.152476953125000000e+04,7.227859973907470703e+00
2.638003671014885185e+02,4.153612500000000000e+04,7.229132652282714844e+00
2.638207997337303823e+02,4.153331640625000000e+04,7.229564666748046875e+00
2.638412324659657315e+02,4.152398437500000000e+04,7.228374004364013672e+00
2.638616650977419340e+02,4.153130078125000000e+04,7.228236198425292969e+00
2.638820979295196594e+02,4.152932421875000000e+04,7.228494644165039062e+00
2.639025306610565167e+02,4.151651953125000000e+04,7.229026317596435547e+00
2.639229632923670579e+02,4.153521484375000000e+04,7.227992534637451172e+00
2.639433961236791220e+02,4.151834375000000000e+04,7.228865146636962891e+00
2.639638288545174873e+02,4.152519531250000000e+04,7.228657722473144531e+00
2.639842614853623672e+02,4.152550781250000000e+04,7.230232238769531250e+00
2.640046943159759394e+02,4.151175781250000000e+04,7.228124141693115234e+00
2.640251270463486435e+02,4.151318359375000000e+04,7.228260517120361328e+00
2.640455597767286235e+02,4.150199218750000000e+04,7.228119850158691406e+00
2.640659924068750115e+02,4.153373437500000000e+04,7.230248928070068359e+00
2.640864252365499851e+02,4.152968750000000000e+04,7.229796886444091797e+00
2.641068579664643039e+02,4.153157812500000000e+04,7.229269027709960938e+00
2.641272905959121999e+02,4.154089062500000000e+04,7.229984283447265625e+00
2.641681561543373391e+02,4.153701171875000000e+04,7.229969024658203125e+00
2.641885887833195738e+02,4.152673437500000000e+04,7.229538917541503906e+00
2.642090215120697394e+02,4.203853515625000000e+04,7.317367076873779297e+00
2.642294543405805598e+02,4.151543750000000000e+04,7.230146884918212891e+00
2.642498865690940875e+02,4.152140234375000000e+04,7.229583263397216797e+00
2.642703190973770688e+02,4.151900781250000000e+04,7.230685234069824219e+00
2.642907519254295039e+02,4.152475000000000000e+04,7.230363845825195312e+00
2.643111846532410709e+02,4.152233203125000000e+04,7.229781627655029297e+00
2.643316172810591524e+02,4.152427343750000000e+04,7.230887889862060547e+00
2.643520501084130956e+02,4.151364843750000000e+04,7.229843139648437500e+00
2.643724828357590013e+02,4.151575000000000000e+04,7.229702949523925781e+00
2.643929154628785909e+02,4.153432421875000000e+04,7.230888366699218750e+00
2.644133481899989420e+02,4.152050781250000000e+04,7.229510784149169922e+00
2.644337810166471172e+02,4.152894921875000000e+04,7.230840682983398438e+00
2.644746463697229046e+02,4.153347265625000000e+04,7.230463027954101562e+00
2.644950791959054186e+02,4.153030859375000000e+04,7.229851245880126953e+00
2.645155118218608550e+02,4.152530859375000000e+04,7.230282783508300781e+00
2.645359445478170528e+02,4.152860156250000000e+04,7.229037761688232422e+00
2.645563772735331440e+02,4.153122656250000000e+04,7.230091094970703125e+00
2.645768099990236806e+02,4.152752734375000000e+04,7.231169700622558594e+00
2.645972427242813865e+02,4.152696093750000000e+04,7.230938911437988281e+00
2.646176754495318164e+02,4.152409765625000000e+04,7.230770111083984375e+00
2.646381082743246225e+02,4.154224218750000000e+04,7.231017112731933594e+00
2.646585408991159056e+02,4.152583984375000000e+04,7.231649398803710938e+00
2.646789736236678436e+02,4.152980078125000000e+04,7.230109214782714844e+00
2.646994064482278191e+02,4.152178906250000000e+04,7.230175018310546875e+00
2.647198390725534409e+02,4.152941796875000000e+04,7.231429100036621094e+00
2.647402717964068870e+02,4.152334375000000000e+04,7.230465888977050781e+00
2.647607045202676090e+02,4.152368359375000000e+04,7.231123924255371094e+00
2.647811372441283311e+02,4.152000781250000000e+04,7.231506824493408203e+00
2.648015699675161159e+02,4.154771093750000000e+04,7.231697082519531250e+00
2.648220026909111766e+02,4.152607031250000000e+04,7.229431152343750000e+00
2.648424354140734067e+02,4.153426171875000000e+04,7.230560779571533203e+00
2.648628681369955302e+02,4.154671875000000000e+04,7.232368946075439453e+00
2.648833008599249297e+02,4.154796484375000000e+04,7.231937408447265625e+00
2.649037334823879064e+02,4.153216796875000000e+04,7.231539249420166016e+00
2.649241663048451301e+02,4.152844140625000000e+04,7.230783939361572266e+00
2.649445990270760376e+02,4.152376562500000000e+04,7.231119155883789062e+00
2.649650316493061837e+02,4.152528125000000000e+04,7.231923103332519531e+00
2.649854644710649154e+02,4.154023437500000000e+04,7.232269763946533203e+00
2.650058971928301617e+02,4.153159375000000000e+04,7.232026576995849609e+00
2.650263298143618158e+02,4.154006250000000000e+04,7.233193874359130859e+00
2.650467625356541248e+02,4.154525781250000000e+04,7.233371734619140625e+00
2.650671953569544712e+02,4.156024218750000000e+04,7.233109474182128906e+00
2.650876279777876334e+02,4.155011328125000000e+04,7.233102321624755859e+00
2.651080606986215571e+02,4.156020703125000000e+04,7.233235836029052734e+00
2.651284935194489663e+02,4.156962109375000000e+04,7.234222412109375000e+00
2.651489262398172286e+02,4.156371875000000000e+04,7.233472347259521484e+00
2.651693588601774536e+02,4.156660156250000000e+04,7.234034538269042969e+00
2.651897916803136468e+02,4.156231640625000000e+04,7.234104633331298828e+00
2.652102243002154864e+02,4.156296875000000000e+04,7.234318733215332031e+00
2.652306570198852569e+02,4.156544140625000000e+04,7.234480381011962891e+00
2.652510897395477514e+02,4.156464062500000000e+04,7.234543800354003906e+00
2.652715224587518605e+02,4.156214453125000000e+04,7.233801841735839844e+00
2.652919551781815244e+02,4.159067187500000000e+04,7.234617710113525391e+00
2.653123878971528029e+02,4.158128515625000000e+04,7.234570980072021484e+00
2.653328206158912508e+02,4.157439453125000000e+04,7.234282970428466797e+00
2.653532533346296987e+02,4.158847265625000000e+04,7.235686779022216797e+00
2.653736860531280399e+02,4.157791015625000000e+04,7.235261917114257812e+00
2.653941186714000651e+02,4.157416796875000000e+04,7.234892368316650391e+00
2.654145514896663371e+02,4.156031250000000000e+04,7.234128475189208984e+00
2.654349842077062931e+02,4.160713671875000000e+04,7.236973762512207031e+00
2.654554168255126569e+02,4.159125781250000000e+04,7.236196517944335938e+00
2.654758496430877130e+02,4.159114843750000000e+04,7.236357212066650391e+00
2.654962823604219011e+02,4.166424609375000000e+04,7.248048782348632812e+00
2.655167149777626037e+02,4.158271875000000000e+04,7.236567974090576172e+00
2.655371477948647225e+02,4.158417968750000000e+04,7.236583709716796875e+00
2.655575805117405253e+02,4.158365234375000000e+04,7.236810207366943359e+00
2.655780131283827359e+02,4.160328125000000000e+04,7.236728668212890625e+00
2.655984458450257080e+02,4.159476953125000000e+04,7.236995220184326172e+00
2.656188786614293349e+02,4.159190234375000000e+04,7.236499786376953125e+00
2.656393113776066457e+02,4.158433984375000000e+04,7.236919403076171875e+00
2.656597439937831950e+02,4.158891796875000000e+04,7.237523555755615234e+00
2.656801768094883300e+02,4.159606640625000000e+04,7.237828731536865234e+00
2.657006095251999795e+02,4.159732031250000000e+04,7.237794399261474609e+00
2.657210421406780370e+02,4.159939843750000000e+04,7.238814353942871094e+00
2.657414748559167492e+02,4.159758593750000000e+04,7.238499164581298828e+00
2.657619076711634989e+02,4.158972656250000000e+04,7.237972259521484375e+00
2.657823402861758950e+02,4.159439843750000000e+04,7.238251686096191406e+00
2.658027730009489460e+02,4.160089453125000000e+04,7.238113880157470703e+00
2.658232058154972037e+02,4.160365625000000000e+04,7.238649845123291016e+00
2.658436384300439386e+02,4.161659765625000000e+04,7.239605426788330078e+00
2.658640711443513283e+02,4.161191796875000000e+04,7.238990783691406250e+00
2.658845038584331633e+02,4.161784765625000000e+04,7.239390850067138672e+00
2.659049365722821676e+02,4.160844531250000000e+04,7.239217281341552734e+00
2.659253692861238960e+02,4.161140234375000000e+04,7.239799976348876953e+00
2.659458019997400697e+02,4.162027734375000000e+04,7.240247726440429688e+00
2.659662348131241743e+02,4.162244921875000000e+04,7.240478992462158203e+00
2.659866674262666493e+02,4.161600000000000000e+04,7.239364147186279297e+00
2.660071001394171617e+02,4.162239062500000000e+04,7.240185260772705078e+00
2.660275329520954983e+02,4.161011328125000000e+04,7.239369869232177734e+00
2.660479655650124187e+02,4.162888671875000000e+04,7.240718841552734375e+00
2.660683982774644392e+02,4.162701171875000000e+04,7.240103244781494141e+00
2.660888308899156982e+02,4.161555078125000000e+04,7.240326881408691406e+00
2.661092637018955429e+02,4.162814843750000000e+04,7.240943431854248047e+00
2.661296964141147328e+02,4.163477734375000000e+04,7.240748882293701172e+00
2.661501291258682613e+02,4.163325000000000000e+04,7.240874290466308594e+00
2.661705618373816833e+02,4.163342968750000000e+04,7.240106582641601562e+00
2.661909945489023812e+02,4.163765234375000000e+04,7.241235733032226562e+00
2.662114272601902485e+02,4.165038671875000000e+04,7.241734027862548828e+00
2.662318598714700784e+02,4.163390234375000000e+04,7.240850925445556641e+00
2.662522926825258764e+02,4.165773046875000000e+04,7.242549419403076172e+00
2.662727252931144903e+02,4.164453906250000000e+04,7.241406440734863281e+00
2.662931580039294204e+02,4.162771484375000000e+04,7.241424083709716797e+00
2.663135908142867265e+02,4.163871875000000000e+04,7.242241859436035156e+00
2.663340234246425098e+02,4.165442578125000000e+04,7.243432521820068359e+00
2.663544561347589479e+02,4.165344531250000000e+04,7.242186069488525391e+00
2.663748888446498313e+02,4.166335156250000000e+04,7.243249416351318359e+00
2.663953215543078841e+02,4.165186328125000000e+04,7.241144657135009766e+00
2.664157542639586609e+02,4.165862109375000000e+04,7.242393970489501953e+00
2.664361869733838830e+02,4.166478125000000000e+04,7.242873191833496094e+00
2.664566196825762745e+02,4.163797656250000000e+04,7.240404605865478516e+00
2.664770523915285594e+02,4.163880468750000000e+04,7.242472648620605469e+00
2.664974851004881202e+02,4.163495312500000000e+04,7.238884449005126953e+00
2.665179179092083359e+02,4.163496875000000000e+04,7.242272377014160156e+00
2.665383505177014740e+02,4.163439062500000000e+04,7.240799903869628906e+00
2.665587832261953736e+02,4.163772656250000000e+04,7.239687442779541016e+00
2.665792158344556810e+02,4.164631640625000000e+04,7.241923809051513672e+00
2.665996486424774048e+02,4.166886718750000000e+04,7.244600772857666016e+00
2.666200813502728124e+02,4.163631250000000000e+04,7.243330955505371094e+00
2.666405139580674586e+02,4.163858593750000000e+04,7.240674018859863281e+00
2.666609467656235211e+02,4.165658203125000000e+04,7.242742061614990234e+00
2.666813794729532674e+02,4.165573046875000000e+04,7.241449832916259766e+00
2.667018121800501831e+02,4.166250390625000000e+04,7.243109703063964844e+00
2.667222447871390614e+02,4.164726562500000000e+04,7.241094112396240234e+00
2.667426775940039079e+02,4.163480859375000000e+04,7.240791320800781250e+00
2.667631103006351623e+02,4.164391796875000000e+04,7.240865707397460938e+00
2.667835429070255486e+02,4.165064062500000000e+04,7.241434574127197266e+00
2.668039757134247338e+02,4.166139453125000000e+04,7.241536140441894531e+00
2.668244084195903270e+02,4.165201562500000000e+04,7.241308689117431641e+00
2.668448410255150520e+02,4.165697265625000000e+04,7.242530822753906250e+00
2.668652737314478145e+02,4.165464453125000000e+04,7.241168022155761719e+00
2.668857065371485078e+02,4.166672265625000000e+04,7.242039680480957031e+00
2.669061391426075716e+02,4.166550000000000000e+04,7.241800785064697266e+00
2.669265718478418421e+02,4.166840625000000000e+04,7.241631507873535156e+00
2.669470046528440434e+02,4.166590625000000000e+04,7.242279052734375000e+00
2.669674373578382074e+02,4.166289843750000000e+04,7.241706848144531250e+00
2.669878699628388858e+02,4.166753906250000000e+04,7.241464614868164062e+00
2.670083027673754259e+02,4.165585546875000000e+04,7.242306232452392578e+00
2.670287354719039286e+02,4.166025000000000000e+04,7.241985321044921875e+00
2.670491680762061151e+02,4.165767578125000000e+04,7.242357254028320312e+00
2.670696007802762324e+02,4.166360546875000000e+04,7.243078231811523438e+00
2.670900335841070046e+02,4.166537890625000000e+04,7.243453979492187500e+00
2.671104661879435298e+02,4.167039843750000000e+04,7.243448734283447266e+00
2.671308988915479858e+02,4.166246484375000000e+04,7.240560054779052734e+00
2.671513316949130967e+02,4.167391796875000000e+04,7.243421554565429688e+00
2.671717642982839607e+02,4.166863671875000000e+04,7.240524768829345703e+00
2.671921970014227554e+02,4.167757421875000000e+04,7.243044853210449219e+00
2.672126297043214436e+02,4.166691015625000000e+04,7.240715026855468750e+00
2.672330624072274077e+02,4.166570312500000000e+04,7.243316173553466797e+00
2.672534951096677105e+02,4.165231640625000000e+04,7.240292549133300781e+00
2.672739278121007374e+02,4.165643359375000000e+04,7.240761756896972656e+00
2.672943605145410402e+02,4.166058203125000000e+04,7.242274761199951172e+00
2.673147932165156817e+02,4.165344531250000000e+04,7.240412712097167969e+00
2.673352259184830473e+02,4.168118359375000000e+04,7.244390964508056641e+00
2.673556586202248582e+02,4.168179296875000000e+04,7.241003513336181641e+00
2.673760913217338384e+02,4.168708984375000000e+04,7.243502140045166016e+00
2.673965240232355427e+02,4.167908593750000000e+04,7.240412712097167969e+00
2.675599855287728133e+02,4.169930468750000000e+04,7.243531703948974609e+00
2.675804183286454645e+02,4.167894921875000000e+04,7.241657257080078125e+00
2.676008509282910381e+02,4.168060156250000000e+04,7.241546154022216797e+00
2.676212836279373732e+02,4.166869921875000000e+04,7.244063854217529297e+00
2.676417164273443632e+02,4.166130078125000000e+04,7.241405487060546875e+00
2.676621490265242755e+02,4.165833593750000000e+04,7.243497371673583984e+00
2.676825817257049493e+02,4.165622656250000000e+04,7.243362903594970703e+00
2.677030144246455166e+02,4.166440234375000000e+04,7.244522094726562500e+00
2.677234471233605291e+02,4.168476562500000000e+04,7.245402812957763672e+00
2.677438798220755416e+02,4.166769531250000000e+04,7.244112491607666016e+00
2.677643125205504475e+02,4.166933593750000000e+04,7.244083404541015625e+00
2.677847452187997987e+02,4.166987109375000000e+04,7.244254112243652344e+00
2.678051779168163193e+02,4.167467187500000000e+04,7.244328498840332031e+00
2.678256106148255640e+02,4.166210156250000000e+04,7.244506835937500000e+00
2.678460434126100154e+02,4.165846875000000000e+04,7.244095802307128906e+00
2.678664760101601132e+02,4.166910937500000000e+04,7.244913578033447266e+00
2.678869087074708659e+02,4.167338671875000000e+04,7.245014190673828125e+00
2.679073413047881331e+02,4.167045312500000000e+04,7.244705677032470703e+00
2.679277741018740926e+02,4.171614453125000000e+04,7.252894401550292969e+00
2.679482067989520147e+02,4.167600781250000000e+04,7.244821071624755859e+00
2.679686393955707899e+02,4.167357421875000000e+04,7.245234489440917969e+00
2.679890721921910881e+02,4.167117187500000000e+04,7.244864463806152344e+00
2.680095048888033489e+02,4.166128125000000000e+04,7.244652748107910156e+00
2.680299375849572243e+02,4.165459765625000000e+04,7.243943691253662109e+00
2.680503701811103383e+02,4.168950000000000000e+04,7.245846271514892578e+00
2.680708029770248686e+02,4.166603125000000000e+04,7.244455337524414062e+00
2.680912356729459134e+02,4.167530468750000000e+04,7.245036602020263672e+00
2.681116682686333661e+02,4.167973437500000000e+04,7.244564056396484375e+00
2.681321010640822351e+02,4.167325390625000000e+04,7.244315147399902344e+00
2.681525337593047880e+02,4.169200000000000000e+04,7.245423793792724609e+00
2.681729663545265794e+02,4.167276953125000000e+04,7.244051933288574219e+00
2.681933990495163016e+02,4.167836718750000000e+04,7.245277881622314453e+00
2.682138318442666787e+02,4.167427343750000000e+04,7.245139122009277344e+00
2.682342644387899782e+02,4.166553125000000000e+04,7.244925498962402344e+00
2.682546971333067631e+02,4.166748046875000000e+04,7.245582580566406250e+00
2.682751299275987549e+02,4.164690234375000000e+04,7.244838714599609375e+00
2.682955625218892237e+02,4.165530859375000000e+04,7.245070457458496094e+00
2.683159952159476234e+02,4.166769140625000000e+04,7.246435642242431641e+00
2.683364280097666779e+02,4.166849218750000000e+04,7.245058536529541016e+00
2.683568607033594162e+02,4.165638671875000000e+04,7.244620323181152344e+00
