# #JD, mag, error
2.670287354719039286e+02,9.999752468006489758e-01,1.738301152474738711e-04
2.670491680762061151e+02,9.999134575643902068e-01,1.738390427929606765e-04
2.670696007802762324e+02,1.000055319624130412e+00,1.738562669908599867e-04
2.670900335841070046e+02,1.000095637101081847e+00,1.738648948502890298e-04
2.671104661879435298e+02,1.000216121096072497e+00,1.738647689493488574e-04
2.671308988915479858e+02,1.000008719705352656e+00,1.737924824535560880e-04
2.671513316949130967e+02,1.000274902722221304e+00,1.738596499686468331e-04
2.671717642982839607e+02,1.000147202206420394e+00,1.737899571548112872e-04
2.671921970014227554e+02,1.000352250606664217e+00,1.738487989278038163e-04
2.672126297043214436e+02,1.000085413045675553e+00,1.737909878900052610e-04
2.672330624072274077e+02,1.000050347448964150e+00,1.738523608809216647e-04
2.672534951096677105e+02,9.997099217360593260e-01,1.737764648439605762e-04
2.672739278121007374e+02,9.998087396061929866e-01,1.737877264422861892e-04
2.672943605145410402e+02,9.999051201463025063e-01,1.738234864265263428e-04
2.673147932165156817e+02,9.997338301337477251e-01,1.737787949618117942e-04
2.673352259184830473e+02,1.000399582941164933e+00,1.738742779042223895e-04
2.673556586202248582e+02,1.000414208689363260e+00,1.737929749169414529e-04
2.673760913217338384e+02,1.000541340192934170e+00,1.738529450258029479e-04
2.673965240232355427e+02,1.000349236615635684e+00,1.737787949618117942e-04
2.675599855287728133e+02,1.000828599994149748e+00,1.738526277261800111e-04
2.675804183286454645e+02,1.000325697566090355e+00,1.738051458352103565e-04
2.676008509282910381e+02,1.000362447648534214e+00,1.738019741518094421e-04
2.676212836279373732e+02,1.000076033321908087e+00,1.738622702480849746e-04
2.676417164273443632e+02,9.998943413066426755e-01,1.737977507624394972e-04
2.676621490265242755e+02,9.998231834111164229e-01,1.738479571541752045e-04
2.676825817257049493e+02,9.997676832602194752e-01,1.738438823371319557e-04
2.677030144246455166e+02,9.999609056538112384e-01,1.738711818089600880e-04
2.677234471233605291e+02,1.000433030668115064e+00,1.738894338470595841e-04
2.677438798220755416e+02,1.000018843639882471e+00,1.738576838177441819e-04
2.677643125205504475e+02,1.000044530380266083e+00,1.738546061112087552e-04
2.677847452187997987e+02,1.000055967578178828e+00,1.738584585323721344e-04
2.678051779168163193e+02,1.000167527129879552e+00,1.738596081124309657e-04
2.678256106148255640e+02,9.998657533142150111e-01,1.738638717981649752e-04
2.678460434126100154e+02,9.997615099569593378e-01,1.738510409744104012e-04
2.678664760101601132e+02,1.000033936662188649e+00,1.738736333674789679e-04
2.678869087074708659e+02,1.000136590377925128e+00,1.738760480112365881e-04
2.679073413047881331e+02,1.000066185866036461e+00,1.738686438666338472e-04
2.679277741018740926e+02,1.001162752544546564e+00,1.740651684033620776e-04
2.679482067989520147e+02,1.000199495074965306e+00,1.738714132684790654e-04
2.679686393955707899e+02,1.000141090266833954e+00,1.738813350511229656e-04
2.679890721921910881e+02,1.000066372228959333e+00,1.738694880802203085e-04
2.680095048888033489e+02,9.998290071389519529e-01,1.738644071155927577e-04
2.680299375849572243e+02,9.996686075856332510e-01,1.738473904615361280e-04
2.680503701811103383e+02,1.000504915757065127e+00,1.738928222566989894e-04
2.680708029770248686e+02,9.999416900109738826e-01,1.738594412783958806e-04
2.680912356729459134e+02,1.000163492836970036e+00,1.738732606262551495e-04
2.681116682686333661e+02,1.000269800679357779e+00,1.738619200281443886e-04
2.681321010640822351e+02,1.000114276243271982e+00,1.738559464739427532e-04
2.681525337593047880e+02,1.000560692239770066e+00,1.738819496950913643e-04
2.681729663545265794e+02,1.000097682734914173e+00,1.738487658388172146e-04
2.681933990495163016e+02,1.000222174475021486e+00,1.738764756505505223e-04
2.682138318442666787e+02,1.000118492409080018e+00,1.738722002403947592e-04
2.682342644387899782e+02,9.999086933493323004e-01,1.738670736156941552e-04
2.682546971333067631e+02,9.999503159390685791e-01,1.738819460426411145e-04
2.682751299275987549e+02,9.994564751221126642e-01,1.738640944950997885e-04
2.682955625218892237e+02,9.996559620879594821e-01,1.738692647599881017e-04
2.683159952159476234e+02,9.999476915228487917e-01,1.739010813337820360e-04
2.683364280097666779e+02,9.999588472466980349e-01,1.738666316463512770e-04
